,Wine,Variety,Country,Points,Price,Taster
510,Big Basin 2014 Coastview Vineyard Chardonnay (Monterey County),Chardonnay,US,91,48.0,Matt Kettmann
525,Testarossa 2015 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,US,91,49.0,Matt Kettmann
546,Lutum 2014 Gap's Crown Vineyard Chardonnay (Sonoma Coast),Chardonnay,US,93,50.0,Virginie Boone
550,Artesa 2014 Estate Reserve Chardonnay (Carneros),Chardonnay,US,93,35.0,Virginie Boone
569,Alleromb 2014 La Reyna Blanca Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,US,89,38.0,Sean P. Sullivan
585,Stevens 2016 StevensSteel Chardonnay (Yakima Valley),Chardonnay,US,89,25.0,Sean P. Sullivan
588,Trinity River 2015 Chardonnay,Chardonnay,US,89,18.0,Jim Gordon
590,Vintage Cowboy 2016 Chardonnay (Paso Robles),Chardonnay,US,89,17.0,Matt Kettmann
616,B Cellars 2011 Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,US,87,45.0,
619,Borgo Maragliano NV Brut Chardonnay (Piedmont),Chardonnay,Italy,87,16.0,
640,Foxen 2014 Tinaquaic Vineyard Chardonnay (Santa Maria Valley),Chardonnay,US,92,37.0,Matt Kettmann
643,Melhill 2012 Chardonnay (Sonoma Coast),Chardonnay,US,92,60.0,Virginie Boone
658,Vine Cliff 2013 Chardonnay (Los Carneros),Chardonnay,US,90,40.0,Virginie Boone
676,Array 2012 Dijon Clone Chardonnay (Yakima Valley),Chardonnay,US,90,32.0,Sean P. Sullivan
687,Cooper-Garrod 2012 Gravel Ridge Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,US,90,29.0,Matt Kettmann
719,Cave de Viré 2015 Grande Réserve du Président  (Mâcon-Villages),Chardonnay,France,85,15.0,Roger Voss
731,Kiwi Cuvée 2014 Bin 068 Chardonnay (Vin de France),Chardonnay,France,85,10.0,Lauren Buzzeo
742,Paul Reitz 2014  Saint-Véran,Chardonnay,France,85,20.0,Roger Voss
753,Center of Effort 2008 Effort Chardonnay (Edna Valley),Chardonnay,US,87,22.0,
770,G. H. Mumm NV Mumm de Cramant Blanc de Blancs Chardonnay (Champagne),Chardonnay,France,92,62.0,Roger Voss
772,Jean Milan NV Grande Réserve Blanc de Blancs Grand Cru Brut Chardonnay (Champagne),Chardonnay,France,92,66.0,Roger Voss
776,Pierre Gimonnet et Fils 2005 Oenophile Premier Cru Blanc de Blancs Extra Brut Chardonnay (Champagne),Chardonnay,France,92,72.0,Roger Voss
781,Ferrari 2001 Giulio Ferrari Riserva del Fondatore Chardonnay (Trento),Chardonnay,Italy,92,85.0,
788,Viña Cobos 2015 Bramare Marchiori Vineyard Chardonnay (Perdriel),Chardonnay,Argentina,90,46.0,Michael Schachner
804,Efeste 2014 Lola Evergreen Vineyard Chardonnay (Ancient Lakes),Chardonnay,US,90,35.0,Sean P. Sullivan
806,Iron Hub 2014 Small Lot Chardonnay (Sierra Foothills),Chardonnay,US,90,27.0,Jim Gordon
807,Kooyong 2013 Farrago Chardonnay (Mornington Peninsula),Chardonnay,Australia,90,66.0,Joe Czerwinski
830,Domaine de Thulon 2013  Beaujolais-Villages,Chardonnay,France,86,15.0,Roger Voss
841,Leaping Horse 2013 Chardonnay (California),Chardonnay,US,86,10.0,Jim Gordon
850,Domaine Jacques Prieur 2014 Grèves Premier Cru  (Beaune),Chardonnay,France,90,117.0,Roger Voss
855,Edna Valley Vineyard 2013 Reserve Chardonnay (Edna Valley),Chardonnay,US,90,35.0,Matt Kettmann
936,Chehalem 2013 Ian's Reserve Chardonnay (Willamette Valley),Chardonnay,US,87,40.0,Paul Gregutt
945,Francis Coppola 2014 Director's Chardonnay (Sonoma County),Chardonnay,US,87,17.0,Virginie Boone
950,Vine Cliff 2014 Chardonnay (Los Carneros),Chardonnay,US,87,40.0,Virginie Boone
967,Santa Ema 2008 Selected Terroir Chardonnay (Casablanca Valley),Chardonnay,Chile,85,10.0,Michael Schachner
1030,Grgich Hills 2012 Miljenko's Selection Chardonnay (Carneros),Chardonnay,US,88,60.0,Virginie Boone
1033,Ventana 2013 Chardonnay (Arroyo Seco),Chardonnay,US,88,22.0,Matt Kettmann
1049,Kedar's K'orus NV Chardonnay (Vin de Pays d'Oc),Chardonnay,France,85,12.0,Roger Voss
1075,Shafer 2015 Red Shoulder Ranch Chardonnay (Carneros),Chardonnay,US,94,52.0,Virginie Boone
1078,Bergström 2015 Old Stones Chardonnay (Willamette Valley),Chardonnay,US,94,35.0,Paul Gregutt
1079,Big Table Farm 2015 Elusive Queen Chardonnay (Willamette Valley),Chardonnay,US,94,85.0,Paul Gregutt
1098,Rutherford Ranch 2013 Chardonnay (Napa Valley),Chardonnay,US,90,19.0,Virginie Boone
1101,Weixelbaum 2013 Wahre Werte Beerenauslese Chardonnay (Niederösterreich),Chardonnay,Austria,90,,Anne Krebiehl MW
1102,Landmark 2012 Charles Heintz Vineyard Chardonnay (Sonoma Coast),Chardonnay,US,90,45.0,Virginie Boone
1140,Millbrook 2013 Proprietor's Special Reserve Chardonnay (Hudson River Region),Chardonnay,US,84,25.0,Anna Lee C. Iijima
1141,Santa Rita 2014 Medalla Real Gran Reserva Chardonnay (Leyda Valley),Chardonnay,Chile,84,18.0,Michael Schachner
1142,Scotto Family Cellars 2012 Chardonnay (Lodi),Chardonnay,US,84,13.0,Jim Gordon
1170,Trapiche 2007 Broquel Chardonnay (Mendoza),Chardonnay,Argentina,86,17.0,Michael Schachner
1186,Cave des Vignerons de Buxy 2014  Mâcon-Villages,Chardonnay,France,88,14.0,Roger Voss
1188,Château de Fuissé 2014  Saint-Véran,Chardonnay,France,88,28.0,Roger Voss
1189,Château de Santenay 2014  Chassagne-Montrachet,Chardonnay,France,88,70.0,Roger Voss
1190,Chime 2013 Chardonnay (California),Chardonnay,US,88,13.0,Jim Gordon
1191,Christophe Cordier 2014 Vers Cras  (Pouilly-Fuissé),Chardonnay,France,88,40.0,Roger Voss
1196,Aubichon Cellars 2014 Chardonnay (Willamette Valley),Chardonnay,US,87,35.0,Paul Gregutt
1201,Bouchard Père & Fils 2014  Pouilly-Fuissé,Chardonnay,France,87,32.0,Roger Voss
1206,Coelho 2014 Apreciação Estate Vineyard Chardonnay (Willamette Valley),Chardonnay,US,87,35.0,Paul Gregutt
1226,Longboard 2015 Rochioli Vineyard Chardonnay (Russian River Valley),Chardonnay,US,93,49.0,Virginie Boone
1236,Cambria 2015 West Point Chardonnay (Santa Maria Valley),Chardonnay,US,92,36.0,Matt Kettmann
1241,Chateau Ste. Michelle 2007 Chardonnay (Columbia Valley (WA)),Chardonnay,US,88,13.0,Paul Gregutt
1242,Danie de Wet 2008 Limestone Hill Chardonnay (Robertson),Chardonnay,South Africa,88,17.0,Susan Kostrzewa
1253,Washington Hills 2006 Chardonnay (Washington),Chardonnay,US,88,7.0,Paul Gregutt
1254,Washington Hills 2007 Summit Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,US,88,10.0,Paul Gregutt
1273,La Merika 2010 Chardonnay (Russian River Valley),Chardonnay,US,84,15.0,
1274,Masseria del Feudo Grottarossa 2009 Haermosa Chardonnay (Sicilia),Chardonnay,Italy,84,28.0,
1284,Cave de Lugny 2010 L'Aurore  (Mâcon-Villages),Chardonnay,France,84,,Roger Voss
1295,Consilience 2013 Chardonnay (Santa Barbara County),Chardonnay,US,89,25.0,Matt Kettmann
1300,Demetria 2012 Chardonnay (Santa Barbara County),Chardonnay,US,89,35.0,Matt Kettmann
1311,Summers 2013 Stuhlmuller Vineyards Reserve Chardonnay (Alexander Valley),Chardonnay,US,89,32.0,Virginie Boone
1327,Carrick 2015 Bannockburn Chardonnay (Central Otago),Chardonnay,New Zealand,90,25.0,Joe Czerwinski
1368,Gainey 2006 Chardonnay (Sta. Rita Hills),Chardonnay,US,87,20.0,
1406,Matchbook 2014 Old Head Chardonnay (Dunnigan Hills),Chardonnay,US,88,15.0,Jim Gordon
1446,Alex Gambal 2014 La Maltroie Premier Cru  (Chassagne-Montrachet),Chardonnay,France,94,80.0,Roger Voss
1480,Domaines Barons de Rothschild (Lafite) 2007 Los Vascos Chardonnay (Colchagua Valley),Chardonnay,Chile,85,12.0,Michael Schachner
1493,Michel Torino 2007 Coleccion Chardonnay (Calchaquí Valley),Chardonnay,Argentina,85,12.0,Michael Schachner
1496,Santa Julia 2007 Organica Chardonnay (Mendoza),Chardonnay,Argentina,85,10.0,Michael Schachner
1513,Planeta 2010 Chardonnay (Sicilia),Chardonnay,Italy,92,43.0,
1529,Jack's House 2015 Chardonnay (California),Chardonnay,US,86,15.0,Jim Gordon
1530,Jean León 2015 3055 Chardonnay (Penedès),Chardonnay,Spain,86,15.0,Michael Schachner
1546,Rubus 2016 Chardonnay (Colchagua Valley),Chardonnay,Chile,85,15.0,Michael Schachner
1554,Bowman Cellars 2015 Chardonnay (Russian River Valley),Chardonnay,US,85,28.0,Virginie Boone
1584,Hanzell 2009 Chardonnay (Sonoma Valley),Chardonnay,US,95,75.0,
1585,Balletto 2013 Chardonnay (Russian River Valley),Chardonnay,US,88,28.0,Virginie Boone
1587,C'est Bon 2013 Reserve Selection Chardonnay (Oakville),Chardonnay,US,88,35.0,Virginie Boone
1601,Domaine Anderson 2013 Walraven Vineyard Chardonnay (Anderson Valley),Chardonnay,US,88,55.0,Jim Gordon
1607,Broken Clouds 2014 Chardonnay (Sonoma Coast),Chardonnay,US,87,12.0,Virginie Boone
1608,Browne Family Vineyards 2014 Chardonnay (Columbia Valley (WA)),Chardonnay,US,87,30.0,Sean P. Sullivan
1616,Gabriel Meffre 2016 La Châsse Chardonnay (Vin de France),Chardonnay,France,85,10.0,Roger Voss
1627,Gruet NV Blanc de Blancs Chardonnay (America),Chardonnay,US,85,17.0,Fiona Adams
1636,Jacob's Creek 2016 Chardonnay (Australia),Chardonnay,Australia,85,8.0,Joe Czerwinski
1637,Ca' Momi 2015 Chardonnay (Napa Valley),Chardonnay,US,85,20.0,Virginie Boone
1643,Grayson 2015 Lot 11 Chardonnay (California),Chardonnay,US,85,11.0,Jim Gordon
1664,First & Local 2015 Chardonnay (California),Chardonnay,US,85,10.0,Jim Gordon
1678,Chanin 2008 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,US,90,30.0,
1697,Recanati 2006 Kosher Chardonnay (Galilee),Chardonnay,Israel,86,16.0,Lauren Buzzeo
1703,Prejean 2006 Chardonnay (Finger Lakes),Chardonnay,US,86,10.0,Susan Kostrzewa
1706,Tyrrell's 2006 Lost Block Chardonnay (South Eastern Australia),Chardonnay,Australia,86,14.0,Joe Czerwinski
1707,Vasse River 2006 Chardonnay (Margaret River),Chardonnay,Australia,86,23.0,Joe Czerwinski
1716,St. Clement 2006 Chardonnay (Carneros),Chardonnay,US,85,19.0,
1725,Ventosa 2005 Chardonnay (New York),Chardonnay,US,85,18.0,Susan Kostrzewa
1729,Sante Arcangeli 2013 Split Rail Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,US,92,30.0,Matt Kettmann
1730,Sixto 2012 Uncovered Chardonnay (Washington),Chardonnay,US,92,35.0,Sean P. Sullivan
1737,Le P'tit Paysan 2013 Jack's Hill Chardonnay (Monterey County),Chardonnay,US,92,22.0,Matt Kettmann
1749,Darcie Kent Vineyards 2012 De Mayo Block Chardonnay (Livermore Valley),Chardonnay,US,92,30.0,Jim Gordon
1789,Loring Wine Company 2012 Durell Vineyard Chardonnay (Sonoma Coast),Chardonnay,US,91,40.0,
1794,Bouchaine 2012 Bouche d'Or Chardonnay (Carneros),Chardonnay,US,91,30.0,
1803,Jean-Marc Burgaud 2014  Beaujolais-Villages,Chardonnay,France,85,19.0,Roger Voss
1805,Jewelry Box 2012 Chardonnay (Central Coast),Chardonnay,US,85,28.0,Matt Kettmann
1808,Magnolia Court 2013 Chardonnay (Central Coast),Chardonnay,US,85,15.0,Matt Kettmann
1829,Cairdean Estate 2011 Chardonnay (Napa Valley),Chardonnay,US,84,46.0,Virginie Boone
1850,Heritage 2013 Estate Reserve Barrel Fermented Chardonnay (Outer Coastal Plain),Chardonnay,US,83,25.0,Alexander Peartree
1857,White Oak 2012 Chardonnay (Russian River Valley),Chardonnay,US,83,,Virginie Boone
1883,Patz & Hall 2009 Hyde Vineyard Chardonnay (Carneros),Chardonnay,US,93,55.0,
1889,La Chablisienne 2005 Les Vénérables  (Chablis),Chardonnay,France,89,23.0,Roger Voss
1893,Williams Selyem 2005 Hawk Hill Vineyard Chardonnay (Russian River Valley),Chardonnay,US,89,46.0,
1896,Ponzi 2005 Reserve Chardonnay (Willamette Valley),Chardonnay,US,89,30.0,Paul Gregutt
1901,La Chablisienne 2005 Côte de Léchet Premier Cru  (Chablis),Chardonnay,France,89,28.0,Roger Voss
1910,Alexander Valley Vineyards 2006 Wetzel Family Estate Chardonnay (Alexander Valley),Chardonnay,US,88,15.0,
1930,Robert Oatley 2011 Finisterre Chardonnay (Margaret River),Chardonnay,Australia,87,30.0,Joe Czerwinski
1939,Waterbrook 2011 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,US,87,15.0,Sean P. Sullivan
1943,Chime 2012 Chardonnay (Oakville),Chardonnay,US,87,19.0,
1956,Wild Horse 2011 Unbridled Chardonnay (Santa Maria Valley),Chardonnay,US,86,24.0,
1979,Pessagno 2010 Intrinity Chardonnay (Santa Lucia Highlands),Chardonnay,US,88,45.0,
1982,Potomac Point 2010 Richland Reserve Chardonnay (Virginia),Chardonnay,US,88,22.0,
1989,Wildewood 2013 Chardonnay (Willamette Valley),Chardonnay,US,85,16.0,Paul Gregutt
1994,Chatham 2012 Church Creek Oak Chardonnay (Virginia's Eastern Shore),Chardonnay,US,84,18.0,Alexander Peartree
1995,McIlroy 2013 Chardonnay (Russian River Valley),Chardonnay,US,84,20.0,Virginie Boone
2024,Willamette Valley Vineyards 2011 Elton Chardonnay (Eola-Amity Hills),Chardonnay,US,87,45.0,Paul Gregutt
2026,Louis Jadot 2012  Mâcon-Villages,Chardonnay,France,87,15.0,Roger Voss
2048,Kollwentz 2008 Tatschler Chardonnay (Burgenland),Chardonnay,Austria,92,,Roger Voss
2063,De Sousa & Fils NV Réserve Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,France,91,60.0,Roger Voss
2080,J Vineyards & Winery 2007 Chardonnay (Russian River Valley),Chardonnay,US,90,28.0,
2095,Racchus 2005 Chardonnay (Central Coast),Chardonnay,US,87,12.0,
2100,Kenneth Volk 2005 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,US,87,24.0,
2108,Folonari 2007 Chardonnay Chardonnay (Delle Venezie),Chardonnay,Italy,87,12.0,
2126,Leese-Fitch 2010 Chardonnay (California),Chardonnay,US,88,13.0,
2131,Freeman 2010 Ryo-Fu Chardonnay (Russian River Valley),Chardonnay,US,88,44.0,
2137,Angove 2014 Family Crest Chardonnay (McLaren Vale),Chardonnay,Australia,84,21.0,Joe Czerwinski
2168,La Crema 2015 Chardonnay (Russian River Valley),Chardonnay,US,90,30.0,Virginie Boone
2190,Qupé 2015 Y Block Chardonnay (Santa Barbara County),Chardonnay,US,89,20.0,Matt Kettmann
2205,Arboleda 2014 Chardonnay (Aconcagua Costa),Chardonnay,Chile,88,20.0,Michael Schachner
2211,Myka 2014 Mitzi Chardonnay (Monterey County),Chardonnay,US,88,,Matt Kettmann
2215,Jason-Stephens 2012 Estate Reserve Chardonnay (Santa Clara Valley),Chardonnay,US,88,30.0,Matt Kettmann
2244,Domaine Leflaive 2009 Les Combettes Premier Cru  (Puligny-Montrachet),Chardonnay,France,94,225.0,Roger Voss
2245,Domaine Leflaive 2009 Les Pucelles Premier Cru  (Puligny-Montrachet),Chardonnay,France,94,260.0,Roger Voss
2246,Dutton Estate 2010 Dutton Palms Vineyard Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,US,94,40.0,
2270,Arrowood 2007 Chardonnay (Sonoma County),Chardonnay,US,87,30.0,
2283,Girardet 2011 Chardonnay (Umpqua Valley),Chardonnay,US,85,15.0,Sean P. Sullivan
2303,Arbor Crest 2006 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,US,90,18.0,Paul Gregutt
2312,Picardy 2006 Chardonnay (Pemberton),Chardonnay,Australia,90,33.0,Joe Czerwinski
2328,Angel's Cup 2013 Vineyard Selection Chardonnay (California),Chardonnay,US,85,12.0,Jim Gordon
2337,Ministry of the Vinterior 2013 Chardonnay (Russian River Valley),Chardonnay,US,85,15.0,Virginie Boone
2339,One Leaf 2012 Chardonnay (California),Chardonnay,US,85,10.0,Jim Gordon
2343,Koz 2012 Chardonnay (California),Chardonnay,US,85,10.0,Jim Gordon
2346,McFadden 2014 Chardonnay (Potter Valley),Chardonnay,US,85,15.0,Jim Gordon
2353,Michael Pozzan 2011 Annabella Special Selection Chardonnay (Sonoma County-Napa County),Chardonnay,US,88,13.0,
2359,Domaines Devillard 2011 Château de Chamirey  (Mercurey),Chardonnay,France,88,35.0,Roger Voss
2377,Airfield Estates 2012 Unoaked Chardonnay (Yakima Valley),Chardonnay,US,88,13.0,Paul Gregutt
2402,Uptick Vineyards 2014 Estate Chardonnay (Russian River Valley),Chardonnay,US,87,30.0,Virginie Boone
2403,Vinadeis 2016 Le Val Chardonnay (Vin de France),Chardonnay,France,87,12.0,Roger Voss
2404,Wild Thing 2015 Chardonnay (Sonoma County),Chardonnay,US,87,18.0,Virginie Boone
2407,L. Tramier & Fils 2016 Tramier Chardonnay (Vin de France),Chardonnay,France,87,10.0,Roger Voss
2408,Souverain 2010 Chardonnay (North Coast),Chardonnay,US,85,14.0,Virginie Boone
2456,Alder Springs 2013 Signature Chardonnay (Mendocino),Chardonnay,US,90,38.0,Jim Gordon
2479,Covenant 2013 Lavan Chardonnay (Sonoma Mountain),Chardonnay,US,88,38.0,Virginie Boone
2489,Hidden Jewel 2014 Unoaked Chardonnay (Santa Barbara County),Chardonnay,US,88,15.0,Matt Kettmann
2507,Paul Hobbs 2012 Ellen Lane Estate Chardonnay (Russian River Valley),Chardonnay,US,95,75.0,Virginie Boone
2515,Marimar Estate 2011 Don Miguel Vineyard Bonita's Hill Unfiltered Chardonnay (Russian River Valley),Chardonnay,US,94,43.0,Virginie Boone
2542,Apriori 2014 Chardonnay (Mendocino),Chardonnay,US,89,24.0,Jim Gordon
2544,Betwixt 2014 Chardonnay (Santa Cruz Mountains),Chardonnay,US,89,28.0,Matt Kettmann
2552,Avant 2014 Fresh Crisp Clean Chardonnay (California),Chardonnay,US,89,17.0,Jim Gordon
2565,Hannes Reeh 2014 Rohstoff Chardonnay (Burgenland),Chardonnay,Austria,89,21.0,Anne Krebiehl MW
2601,Iron Horse 2011 Unoaked Chardonnay (Green Valley),Chardonnay,US,90,27.0,
2615,Michel Torino 2006 Coleccion Chardonnay (Calchaquí Valley),Chardonnay,Argentina,83,12.0,Michael Schachner
2624,Norman 2006 Reserve Chardonnay (Edna Valley),Chardonnay,US,82,18.0,
2627,Congress Springs 2006 Chardonnay (California),Chardonnay,US,82,13.0,
2642,Jacob's Creek 2009 Reserve Chardonnay (Adelaide Hills),Chardonnay,Australia,89,13.0,Joe Czerwinski
2645,Liberty School 2010 Chardonnay (Central Coast),Chardonnay,US,89,12.0,
2664,Januik 2011 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,US,90,30.0,Paul Gregutt
2680,Melville 2012 Clone 76 Inox Estate Chardonnay (Sta. Rita Hills),Chardonnay,US,90,36.0,
2687,Damien et Romain Bouchard 2011 Montée de Tonnerre Premier Cru  (Chablis),Chardonnay,France,90,,Roger Voss
2693,La Playa 2002 Estate Reserve Chardonnay (Colchagua Valley),Chardonnay,Chile,87,10.0,Michael Schachner
2705,Viña Santa Monica 2001 Chardonnay (Rapel Valley),Chardonnay,Chile,87,8.0,Michael Schachner
2708,Girolamo Dorigo 2000 Chardonnay (Colli Orientali del Friuli),Chardonnay,Italy,87,35.0,Roger Voss
2715,Pradio 1999 Teraje Chardonnay (Friuli Grave),Chardonnay,Italy,87,10.0,Joe Czerwinski
2722,Van Ruiten 2015 Chardonnay (Lodi),Chardonnay,US,86,13.0,Jim Gordon
2731,Tortoise Creek 2014 Jam's Blend Chardonnay (Lodi),Chardonnay,US,86,12.0,Jim Gordon
2734,Viña Maipo 2015 Vitral Chardonnay (Chile),Chardonnay,Chile,86,11.0,Michael Schachner
2750,Nica 2012 Chardonnay (California),Chardonnay,US,84,11.0,Jim Gordon
2753,Rios de Chile 2015 Chardonnay (Central Valley),Chardonnay,Chile,84,12.0,Michael Schachner
2763,River Road 2015 Un-Oaked Chardonnay (Sonoma County),Chardonnay,US,84,13.0,Virginie Boone
2771,Frei Brothers 2014 Reserve Chardonnay (Russian River Valley),Chardonnay,US,84,20.0,Virginie Boone
2773,Albamar 2015 Estate Bottled Chardonnay (Casablanca Valley),Chardonnay,Chile,83,12.0,Michael Schachner
2774,Indomita 2015 Gran Reserva Chardonnay (Casablanca Valley),Chardonnay,Chile,83,15.0,Michael Schachner
2776,Loft 2014 Chardonnay (Monterey),Chardonnay,US,83,25.0,Matt Kettmann
2786,Matchbook 2010 Old Head Chardonnay (Dunnigan Hills),Chardonnay,US,84,15.0,Virginie Boone
2791,Black Box 2011 Chardonnay (California),Chardonnay,US,84,25.0,
2795,Valentin Bianchi 2011 Elsa Chardonnay (Mendoza),Chardonnay,Argentina,84,10.0,Michael Schachner
2810,Maryhill 2013 Chardonnay (Columbia Valley (WA)),Chardonnay,US,87,14.0,Sean P. Sullivan
2847,Happy Camper 2015 Chardonnay (California),Chardonnay,US,88,9.0,Jim Gordon
2870,Elena Walch 2009 Riserva Castel Ringberg Chardonnay (Alto Adige),Chardonnay,Italy,91,37.0,
2877,Contadi Castaldi 2008 Brut Satèn Chardonnay (Franciacorta),Chardonnay,Italy,91,34.0,
2908,Il Mosnel 2010 Brut Satèn Chardonnay (Franciacorta),Chardonnay,Italy,86,41.0,Kerin O’Keefe
2909,Jaffelin 2013 Les Villages de Jaffelin  (Mâcon-Péronne),Chardonnay,France,86,20.0,Roger Voss
2914,Altemasi 2010 Brut Chardonnay (Trento),Chardonnay,Italy,86,30.0,Kerin O’Keefe
2932,Howling Moon 2008 Chardonnay (Lodi),Chardonnay,US,84,12.0,
2934,Luigi Bosca 2009 Finca la Linda Chardonnay (Luján de Cuyo),Chardonnay,Argentina,84,11.0,Michael Schachner
2959,Simonnet-Febvre 2006  Chablis,Chardonnay,France,86,22.0,Roger Voss
2961,Frostwatch 2005 Chardonnay (Bennett Valley),Chardonnay,US,86,29.0,
2992,Gruber Röschitz 2015 Trockenbeerenauslese Chardonnay (Niederösterreich),Chardonnay,Austria,91,30.0,Anne Krebiehl MW
2994,Jayson 2013 Pahlmeyer Chardonnay (North Coast),Chardonnay,US,91,50.0,Jim Gordon
